product_id,product_name,brand,main_category,countries,ingredient_count,ingredients,nutriscore_grade,ecoscore_grade,energy_kcal_100g,fat_100g,carbohydrates_100g,proteins_100g,source
3250392170714,"TORTELLINI AU PESTO, BASILIC ET PIGNONS 250g","Intermarché, Itinéraire des Saveurs",pates fraiches farcies,france,27,pâtes : semoule de blé dur de qualité supérieure 20 | farine de blé tendre 20 | œufs | eau. farce : ricotta (lactosérum | lait | crème | chapelure (farine de blé tendre | levure | pesto 5 | [basilic 1 | huile d'olive extra vierge | grana padano aop (lait | présure | conservateur : lysozyme d'oeuf | pecorino romano aop (lait de brebis | pignons de pin 0 | huile de tournesol | beurre | correcteur d'acidité : acide lactique | antioxydant : acide ascorbique | conservateur : acide sorbique] | poudre de lactosérum | basilic 2 | mascarpone (crème | correcteur d'acidité : acide citrique | arômes naturels | ail. dont laitpourcentages exprimés sur le produit fini,c,c,299.0,13.0,39.0,8.4,Open Food Facts
3270160598878,Penne aux champignons à la crème,Picard,penne,france,20,pâtes précuites [semoule de blé dur | sel] | champignon de paris 10 | crème fraîche 8 | cèpe 3 | huile de tournesol | grana padano (lait | présure animale | conservateur : lysozyme d’œuf | oignon | farine de blé | persil 0 | beurre | ail 0 | amidon de tapioca | extrait de cèpe | jus de citron concentré | piment | poivre | noix de muscade,c,unknown,164.0,4.9,25.0,4.7,Open Food Facts
3560070816859,Tortellini au Jambon Cru aux oeufs frais,Carrefour,tortellini au jambon cru,france,27,farine de blé tendre | semoule de blé dur | œufs frais | jambon cru | ricotta [lactosérum | lait | crème | correcteurs d'acidité : acide citrique | acide lactique] | chapelure (farine de blé | levure | perméat de lactosérum | huile de tournesol | fromage parmigiano reggiano aop | jambon cru fumé speck 1 | jambon de porc | épices | dextrose | plantes aromatiques | ail en poudre | poivre noir | peut contenir des traces de crustacés | poissons | fruits à coque | céleri | soja | moutarde et mollusques,c,unknown,273.0,7.4,39.0,12.0,Open Food Facts
3560070976232,Ravioli légumes,Carrefour,canned raviolis,france,19,purée de tomate mi réduite | semoule de blé dur | carottes 9 | chapelure (farine de blé | oignons 2 | aubergines 1 | poivrons rouges 1 | olives vertes 1 | brocolis | épinards | huile de colza | persil | fécule de manioc | basilic | amidon transformé de maïs | origan | arômes naturels | peut contenir des traces de céleri | lait et œufs,c,b,77.0,1.3,13.0,2.9,Open Food Facts
8001665126090,Crema de Calabaza y Cebolla Caramelizada De la Huerta,Rana,cooked fresh pasta stuffed with vegetables,portugal | spain,24,relleno (puré de calabaza | requesón (suero de leche | leche | fibras vegetales (maíz | trigo | queso rallado | queso mozzarella | pan rallado (harina de trigo blando | levadura | nata | aceite de girasol | lactosa | mostaza (membrillo | aroma natural | copos de patata | cebolla caramelizada 1 | almidón | galletas amaretti (azúcar | almendras de albaricoque | clara de huevo | aromas naturales | pasta (harina de trigo blando | huevos | sémola de trigo duro,b,c,247.0,7.8,32.0,8.8,Open Food Facts
8994963002800,Mi Goreng Fry Noodles,Indomie,instant noodles,france | germany | united kingdom,24,pasta : wheat flour | refined palm oil (refined palm oil | antioxidant e319 | acidity regulators: e452 | e501 | e500 | thickener: e412 | colouring: e101 | seasoning oil: refined palm oil (refined palm oil | e319 | onions | condiment powder : sugar | flavour enhancers: e621 | e631 | e627 | garlic powder | yeast extract | pepper powder | sweet soy sauce : sugar | wheat | soybeans | seasoning | sesame oil | chili powder,unknown,c,475.0,21.0,62.0,9.0,Open Food Facts
3367651009972,Pâtes & Salade Thon Oeuf Sauce Cocktail,Daunat,pasta salads,france,27,pâtes cuites 40 | semoule de blé dur | salade | sauce condimentaire cocktail [eau | huile de colza | moutarde (eau | graines de moutarde | vinaigre d'alcool | tomate séchée 0 | amidon de maïs | concentré de tomate 0 | arômes naturels | épaississant : gomme xanthane] | thon au naturel (thon listao origine hors ue | œuf dur (œuf | conservateur : acide acétique | acidifiant : acide citrique | maïs (maïs | tomate | persil | ail | poivre | crustacés | graines de sésame | soja | fruits à coque | lupin,b,unknown,142.0,6.5,14.0,5.8,Open Food Facts
20263812,Ravioli Pur Bœuf,Toque du Chef,stuffed pastas in sauce,france,18,concentré de tomate | légumes | oignons | carottes | viande de bœuf | huile de colza | amidon transformé de maïs | arôme | arôme de fumée | aromate | pâte | semoule de blé dur | blanc d' œuf | farce | chapelure (farine de blé | levure | paprika | légumes (carottes,c,unknown,91.0,2.3,13.0,3.8,Open Food Facts
8001665123815,Ricotta y Espinacas De la Huerta,Rana,stuffed pastas,italy | portugal | spain,18,relleno : requesón (suero de leche | leche | espinacas | fibras vegetales | aceite de girasol | pan rallado (harina de trigo blando | levadura | suero de leche en polvo | queso mascarpone | almidones | copos de patata | ajo | nuez moscada | aromas naturales (contienen leche | trigo | sal. pasta : harina de trigo blando | huevos | sémola de trigo duro,c,unknown,257.0,7.8,35.0,9.0,Open Food Facts
8480000061423,Tortellini carne,Hacendado,tortelloni,spain,21,pasta (harina de trigo blando | huevos | sémola de trigo duro | relleno (carne estofada (carne ternera 61 | aceite de semillas de girasol | cebolla | zanahoria | almidón de maiz | ajo | nuez moscada | pimienta | pan rallado (harina de trigo | levadura | puré de patata (agua | leche parcialmente desnatada | copos de patata | mantequilla | jamón curado (carne porcina | fibra de trigo | aromas naturales | especias,d,unknown,267.0,7.0,38.0,11.0,Open Food Facts
00435154,Basil and Pine Nut Ravioli,"Sainsbury's, Sainsbury's Taste the Difference",ravioli,united kingdom,13,fresh egg pasta ( wheat flour | free range egg | durum wheat semolina | basil paste | spinach | ricotta cheese | whey powder | basil paste (basil | sunflower oil | acidity regulator: sodium hydrogen carbonate | potato flakes | pine nuts | hard grated cheese,c,unknown,244.8,8.24,32.16,8.8,Open Food Facts
8001665715904,Plaisir du Primeur Girasoli Cepes,Rana,pasta stuffed with vegetables,france,22,force : ricotta (sérum de lait | lait | cèpes | chapelure (farine de blé tendre | levure | champignons de paris agaricus bisporus | fibres végétales | huile de tournesol | serum de laiten poudre | oignons | fromage mozzarella | fromage mascarpone | vin blanc | persil | flocons de pomme de terre | lactose | amidons | arômes naturels (contiennent lait | ble age | ail. páte : farine de blé tendre | oeufs | semoule de blé dur,c,unknown,250.0,8.4,32.0,8.7,Open Food Facts
8801073115088,Quattro Cheese Ramen,"Buldak, Samyang",pot noodles,canada | morocco,36,noodle: wheat flour | food starch modified | palm oil | wheat gluten | glycerin | soybean oil | guar gum | potassium carbonate | riboflavin | sauce: water | mozzarella cheese (whey | dextrin | enzymes | annatto extract | yeast extract | skim milk powder | monosodium glutamate | soy sauce (defatted soybean | wheat | chili pepper powder | artificial chicken flavor powder (dextrin | artificial flavor | onion | garlic | paprika oleoresin | chili pepper oleoresin | black pepper powder | mozzarella cheese powder (palm oil | skim milk | milk cream | mixed cheese powder (water | cheddar cheese | gouda cheese | camembert cheese | soy | milk,e,unknown,406.9,13.1,60.69,11.03,Open Food Facts
3266140065003,Pâtes fraîches au fromage Boursin® Ail et fines herbes,Saint jean,pasta stuffed with cheese,france,9,ferments lactiques | ail et fines herbes (0 | poivre | ricotta | fromage frais | chapelure (farine de blé | extrait de curcuma | sel. pâte : semoule de ble dur de qualité supérieure | oeufs issus de poules élevées en plein air,d,d,247.0,10.0,29.0,9.4,Open Food Facts
0021000658930,ORIGINAL SHELL PASTA & CHEESE SAUCE,Velveeta,pastas,france | united states,20,wheat flour | niacin | ferrous sulfate | thiamin mononitrate | riboflavin | cheese (milk | cheese culture | enzymes | whey | canola oil | cheddar cheese culture | whey protein concentrate | milk | sodium phosphate | lactic acid | sodium alginate | sorbic acid as a preservative | oleoresin paprika | annatto extract | milkfat,d,unknown,330.36,10.71,43.75,11.61,Open Food Facts
4056489916420,Ravioli Boeuf & Petits Oignons,Toque du Chef,beef ravioli,france,22,aux œufs (28 | farine de blé tendre | œuf | semoule de blé dur | 11 | viande de | bœuf (origine : allemagne | espagne | france | italie | pologne | chapelure (farine de blé tendre | levure | huile de tournesol | poudre de lactosérum | oignons | carottes | double concentré de tomates | oignons grillés | ail en poudre | noix de muscade | poivre noir. issu de poules élevées au sol,c,d,259.0,7.5,36.0,11.0,Open Food Facts
5033665206864,Charlie Bingham Lasagne,Charlie Bigham's,prepared lasagne,united kingdom,45,milk | tomatoes | egg pasta (durum wheat semolina | free range egg | british beef | white wine | cheddar cheese | smoked bacon (pork | preservatives: potassium nitrate | sodium nitrate | sodium nitrite | antioxidant: sodium ascorbate | british pork | onions | tomato purée | cream | carrots | wheat flour (wheat flour | calcium carbonate | iron | niacin | thiamin | celery | rapeseed oil | butter | balsamic vinegar of modena (wine vinegar | concentrated grape must | chicken liver | cornflour | beef stock (yeast extract | beef bone stock | molasses | dried onions | sunflower oil | black pepper | garlic purée | oregano | parsley | ground nutmeg | ground star anise | white pepper. secret ingredient: obsession. don't worry | some may remain. allergens: for allergens | including cereals containing gluten | nuts | sesame,c,unknown,158.55,8.72,11.13,8.46,Open Food Facts
3250393445552,Ravioli ricotta épinards bio,Fiorini,pates fraiches farcies,france,10,pâte : semoule de blé dur de qualité supérieure | œufs 6 | farce : ricotta 11 | épinards 11 | chapelure (farine de blé | semoule de blé dur | huile de tournesol | basilic | fibre de son de blé | persil,c,unknown,256.0,4.5,43.0,9.4,Open Food Facts
8402001030963,Lasaña Pollo,Hacendado,prepared lasagne,spain,48,recheio de frango : água | carne de frango cozida (carne de frango | estabilizadores [trifosfato de sódio e carrageninal | xarope de glucose | conservantes [diacetato de sódio | ácido lático e nitrito de sódio] | açúcar caramelizado | aromatizante e antioxidante | natas | queijo fundido (queijo (leite ] | água | natas (leite ] | amido modificado | soro de leite (leite ] | sais fundentes [citratos de sódio | polifosfatos | fosfatos de potássio] | acidificante | conservante | e sal | cebola frita | aroma natural | pasta de alho (alho [0 | sal e regulador de acidez | mostarda (água | mostarda | vinagre e sal | caldo de legumes (cebola | cenoura | extrato de levedura | óleo de girassol | maltodextrina e especiarias | pimenta preta e óleo aromatizado | bechamel: água | leite | farinha de trigo | manteiga | sal e especiarias | massa: sêmola de trigo | ovo e água | mistura de queijos (mozzarella | 5g 5 | 3g fibra alimentaria/fibra 1 | 0g 3 | 5g 6 | 6g 23g proteínas 2 | 8g 0 | 8 g sal mercadona 800 500 220,c,unknown,170.0,10.0,13.0,6.6,Open Food Facts
3248832940690,"Ravioli au Saumon, Fondue d'épinards à la crème","WW, Weight Watchers",plats prepares a base de saumon,france,22,ravioli saumon ricotta précuit 39 | [ravioli 24 | semoule de blé dur | saumon fumé 3 | ricotta 2 | oeufs | chapelure (farine de blé | levure de bière | huile de tournesol | oignons déshydratés | aneth | jus de citron | huile de colza] | épinards 19 | lait écrémé en poudre | crème fraîche légère 2 | farine de blé | saumon fumé | fromage | amidon de maïs | poivre | muscade,b,unknown,103.45,2.52,14.14,5.52,Open Food Facts
3256225428861,Ravioli pur boeuf,U,canned raviolis,france,20,ravioli (semoule de ble dur | viande de boeuf | chapelure | carottes | oignons 0 | basilic | arôme naturel | huile de tournesol | purée de tomates mi réduite | viande de boeuf 3 | pulpe de tomates 2 | morceaux de tomates | jus de tomates | acidifiant: acide citrique | oignons | amidon modifié de maïs | persil | arômes naturels. viande de boeuf mise en oeuvre : 7 | du poids net total. traces éventuelles d oeuf | de céleri et de lait,c,c,82.0,1.7,12.0,3.5,Open Food Facts
3270160810796,Gratin de coquillettes au jambon et à l'emmental,Picard,gratins de coquillettes,france,23,coquillette cuite cuisinée 47 | [semoule de blé dur | huile de tournesol] | jambon cuit supérieur | sirop de glucose de pomme de terre | dextrose de blé | antioxydant : ascorbate de sodium | conservateur : nitrite de sodium | crème liquide | emmental râpé 9 | lait | france | allemagne | pays bas | lait demi écrémé | beurre | farine de blé | amidon transformé de maïs ou de manioc ou de riz | huile de tournesol | épaississants (gomme xanthane | gomme de guar | extrait de poivre | muscade,c,b,184.0,9.14,16.0,8.86,Open Food Facts
3560070897339,Salad'Bowl,Carrefour,salads,france,22,thon listao | oignons 10 | poivrons rouges 9 | double concentré de tomates 8 | poivrons verts 7 | huile de colza | haricots verts 5 | spécialité céréalière 4 | semoule de blé dur | poudre de blanc d' œuf | olives noires salées | vinaigre d'alcool | basilic | moutarde de dijon (eau | graines de moutarde | acidifiant : acide citrique | épaississants : gomme guar et gomme xanthane | jus de citron concentré | poivre blanc | arôme naturel | thym | amidon de riz,b,unknown,119.0,6.5,6.1,7.7,Open Food Facts
3560070941629,Lasagnes chèvre-épinard À L'EMMENTAL GRATINE,Carrefour,vegetarian lasagne,france,15,pâte alimentaire cuite (semoule de blé dur | oeuf entier en poudre | fromage de chèvre | épinard 12 | emmental | lait écrémé en poudre | amidon modifié | farine de blé | crème | huile de colza | arôme naturel | ail | épices | peut contenir des traces de poisson | soja et moutarde,c,d,146.0,6.4,15.0,6.9,Open Food Facts
3564706511958,Ravioli pur boeuf,"Marque Repère, Côté Table",canned raviolis,france,18,ravioli [semoule de blé dur | viande de bœuf | chapelure (farine de blé | levure | carottes | blanc d' œuf | oignons] | triple concentré de tomates 7 | viande de bœuf 3 | oignons 2 | carottes 1 | vin blanc | amidon modifié de pomme de terre | huile de colza | ail en poudre | origan | viande de bœuf mise en œuvre : 7 | du poids net total,c,c,85.0,2.0,12.0,4.0,Open Food Facts
3021690029116,Ravioli sauce bolognaise,Zapetti,canned raviolis,france,13,ravioli 28 | semoule complète de blé dur | viande bovine 5 | chapelure | semoule de blé dur 0 | épices et plantes aromatiques | purée de tomates mi réduite | viande bovine 9 | oignons 2 | carottes 2 | arômes naturels | amidon de maïs | huile de tournesol,c,c,98.0,3.0,12.0,4.6,Open Food Facts
3760197637683,Gyoza crevettes,Ajinomoto,ravioli a la crevette,france,17,crevette décortiquée (crevette | stabilisants: e451 | e452 | légumes (chou | carotte | farine de blé | amidon de pomme de terre | huile de colza | chapelure (farine de blé | levure | champignon de paris | huile de sésame | blanc d'œuf en poudre | gluten de blé | gingembre en poudre | poivre noir | arôme naturel,c,f,160.0,4.8,22.0,6.2,Open Food Facts
4056489195238,Salade pates poulet,Lidl,vegetable salads,france,23,salade composée : spécialités céréalières cuites (eau | semoule de blé dur | blanc d'œuf | salade | huile de tournesol | acidifiants lactate de potassium | acétates de sodium | stabilisants: algues euchema transformées | triphosphates | dextrose | amidon de pomme de terre | sucre roux | vinaigre d'alcool | antioxydant: ascorbate de sodium | carottes | tomate cerise | huile de colza | ferments. vinaigrette allégée en matières grasses : eau | moutarde à l'ancienne (eau | graines de moutarde | vinaigre de vin blanc | amidon de mais | épaississant: gomme xanthane,c,e,139.0,6.7,12.0,7.1,Open Food Facts
0068100904826,Kraft Dinner original,KD Original,macaroni and cheese,canada,11,pâtes | sauce au fromage (lactosérum en poudre | fromage cheddar | beurre | paprika | curcuma | rocou | arômes naturels | acide citrique | phosphate de sodium). contient : lait | blé,a,unknown,,,,,Open Food Facts
3701002410800,AGNOLOTTI TOMATE MOZZA,AGNOLOTTI,stuffed pastas,france,21,pâte : farine de blé | semoule de blé dur | oeufs 9 | eau. farce : mozzarella 7 | purée de tomate semi concentrée 5 | huile de tournesol | ricotta (lactosérum | lait | crème | farine de maïs | lactosérum en poudre | basilic | chapelure (farine de blé | huile d'olive | levure | arômes naturels | inuline de chicorée | ail | fécule de pomme de terre | poivre noir | origan,c,unknown,280.0,8.4,41.0,9.0,Open Food Facts
3248830002307,Spaghetti à la bolognaise,WeightWatchers,bolognese spaghetti,france,18,spaghetti cuits 42 | semoule de blé dur | huile de colza | coulis de tomate 17 | viande de bœuf cuite origine france | échalotes | emmental | double concentré de tomates 3 | fromage râpé | crème fraîche | farine de blé | ail | basilic 0 | poivre blanc | curcuma | crustacés | mollusques | oeuf soja céleri,c,d,163.0,7.1,17.0,7.0,Open Food Facts
4056489916437,Ravioli 4 fromages,Lidl,raviolis frais au fromage,france,22,aux oeufs (28 | farine de blé tendre | ceuf | semoule de blé dur | ricotta | lait | crème | correcteurs d'acidité: acide citrique | acide lactique | chapelure (farine de blé tendre | levure | edam | emmental | huile de tournesol | mozzarella | poudre de lactosérum | ail | de poissons | de crustacés | de mollusques | de soja | de moutarde et de céleri,c,d,271.0,8.7,36.0,11.0,Open Food Facts
3266140065034,Grandes Ravioles Saumon fumé,Saint Jean,pasta with salmon,france,11,farce : saumon fumé (saumon | ricotta | crème fraîche | chapelure (farine de blé | fromage frais | fibre de blé | contient huile de tournesol et/ou huile de colza | jus de citron | fibre de plantain | sel. pâte semoule de blé dur de qualité supérieure | ceufs issus de poules élevées en plein air,c,unknown,219.0,6.3,28.0,11.0,Open Food Facts
8001665727013,Pâtes fraîches farcies à la ricotta et aux épinards,Giovanni Rana,cooked fresh pasta stuffed with vegetables,france,20,farce : fromage ricotta (sérum de lait | lait | épinards | sérum de lait en poudre | crème | fromage râpé | huile de tournesol | fromage mascarpone | chapelure (farine de blé tendre | levure | arômes naturels | fibre de blé | ail pate : farine de blé tendre | ceufs | poissons | crustacés | mollusques | moutarde | soja | céleri,d,c,251.0,11.0,25.0,11.0,Open Food Facts
3242272256656,CremioBox - Jambon à la crème,Sodebo,pots,belgium | france,23,pipe rigate cuite (semoule de blé dur | œuf | crème fraîche légère | jambon cuit standard (jambon de porc | sirop de glucose | dextrose | stabilisant : e451 | gélifiant : e407 | lactose | arôme naturel | bouillon de porc | antioxydant : e316 | conservateurs : e250 | ferments | emmental | lait écrémé | mozzarella | fécule de manioc | ail | amidon de maïs | poivre | conservateurs : e202 | e262i. porc : origine ue,c,unknown,177.86,6.43,20.36,8.93,Open Food Facts
3248830862963,"Filet de poulet, crème thym citron et tagliatelles en persillade",Marie,meals with chicken,france,24,tagliatelles cuites 41 | semoule de blé dur | œufs de poules élevées en plein air | huile de colza | filet de poulet origine france 31 | crème fraîche 10 | échalotes | farine de blé | fond de volaille (jus et graisse de volaille : poulet | dinde | canard | oie | carottes | plantes aromatiques | jus de citron concentré | beurre | zestes de citron 0 | ail 0 | double concentré de tomates | persil 0 | thym 0 | poivre | curcuma | piment fort,b,e,155.0,6.0,14.0,11.0,Open Food Facts
3256221976618,Ravioli au chèvre basilic de Provence 300g,U,traiteur,france,15,pâte (semoule de ble dur de qualité supérieure | oeufs | ricotta | chapelure | fromage blanc frais | fromage de chèvre | creme fraîche | semoule de ble dur | basilic de provence | huile d'olive vierge extra | lactose et protéine de lait | emmental | arôme | amidon transformé de pomme de terre | ail,c,c,273.0,6.7,41.0,11.0,Open Food Facts
3270160812196,"Ravioli aux Cèpes, sauce au Parmigiano Reggiano",Picard,plats préparés à réchauffer au four traditionnel,france,26,sauce au parmigiano reggiano 56 | crème fraîche | fromage parmigiano reggiano aop 5 | lait écrémé en poudre | beurre | amidon transformé de maïs | farine de blé | poivre | muscade | pâtes précuites farcies | ricotta | lait | crème de lait | acidifiant acide citrique] | cèpe 7 | œuf entier issu de poules élevées en plein air (liquide | pasteurisé | oignon grillé | mascarpone (crème de lait | acidifiant: acide citrique | huile de tournesol | amidon transformé de riz | cèpe déshydraté 0 | poivre blanc | ail en poudre | fromage parmigiano reggiano aop 3,d,b,174.0,10.0,12.0,7.2,Open Food Facts
3270160860173,Conchiglioni farcis au fromage Corse et au jambon fumé,Picard,pasta gratin,france,32,pâte cuite 17 | brousse de brebis 16 | lait de brebis | coulis de tomate 15 | échalote | oignon | jambon fumé au bois de hêtre 4 | dextrose | bouillon de légumes (concentré de blette | acérola | carotte | ferments | purée de carotte | parmigiano reggiano 2 | lait | présure animale | amidon de maïs | crème fraîche liquide | concentré de tomates 1 | basilic | huile de tournesol | huile d'olive vierge extra 0 | fromage à pâte dure | lait entier en poudre | ail | muscade | jus de citron concentré | poivre | amidon de tapioca | issue d'animaux nés | élevés | abattus et transformés en france,c,d,130.0,6.7,11.0,6.2,Open Food Facts
5997523315511,Soba Wok Style,Cup Noodles,chinese noodles,france | spain | united kingdom,24,noodles 72 | wheat flour | palm oil salt | flavour enhancer e621 | flour treatment agents (e500 | e451 | antioxidant e306 | citric acid | seasoning sauce 19 | rapeseed oil | soy sauce (water | soybean | wheat | flavour enhancers (e621 | e635 | dextrose | molasses | vinegar | hydrolysed vegetable protein | tomato powder | acidiity regulator: citric acid | flavouring] | cabbage | chicken meat cube,unknown,a,206.0,8.3,25.8,5.9,Open Food Facts
7613036680028,Noodle Cup - Chicken Taste,"Maggi, Nestlé",instant noodles,austria | france | germany,21,87 | frittierte nudeln [weizenmehl | sonnenblumenöl | salz | backtriebmittel (kaliumcarbonat | natriumcarbonat)] | karotten | gewürze [chili | knoblauch | schwarzer pfeffer | kurkuma | zwiebeln | kräuter (petersilie | schnittlauch | sellerieblätter | lauch | zucker | stärke | natürliche aromen | huhnaromen | hefeextrakt,unknown,b,103.0,4.9,11.9,2.2,Open Food Facts
20850661,"Bio tortelloni, courges, pommes de terre et olive noires",Chef Select,tortelloni,france,9,farine d'épeautre complète¹ | purée de courge¹ | pommes de terre réhydratées¹ | huile de tournesol¹ | de soja | de gluten | de moutarde | de céleri | de lait et d'œuf,b,unknown,223.0,2.4,40.0,7.9,Open Food Facts
20850654,Patate e funghi porcini - Ravioli,Chef Select,ravioli with porcini mushrooms,france,15,sfoglia (farina integrale di grano tenero | acqua | ripieno (patate reidratate | funghi porcini secchi | olio di semi di girasole | sale | prezzemolo | pistacchi | soia | altri cereali contenenti glutine ( orzo | farro | senape | sedano | latte | uova,b,a,213.0,2.0,39.6,7.4,Open Food Facts
5997523313005,Cup Noodles Chicken,"Cup Noodles, Nissin",flavoured dehydrated asian noodles,france | germany,32,nudeln 85 | [weizenmehl | palmöl | kochsalt | geschmacksverstärker | mehlbehandlungsmittel (e500 | e45) antioxidationsmittel | säureregulator ] | kochsaltz | texturiertes weizeneiweiss | zubereitung [(weizengluten | stabilisator geschmacksverstärker (e621 | e627 | e631 | maltodextrin | rote paprika | hühnerfleischpulver 1 | shiitake pilze 0 | frühlingszwiebeln | aromen (enthält weizen | soja | sellerie | knoblauchpulver | hydrolysiertes maisprten dich ingwerpulver 0 | hefeextrakt | gewürze (chili | zwiebeln | schwarzer prefer sojasaucenpulver (sojabohnen | weizen | kochsalz | trennmittel e551 | säureregulator,unknown,c,77.0,3.1,9.6,2.3,Open Food Facts
26070797,Saumon et son duo de riz sauce oseille,"Aldi, Les Légendaires",bolognese lasagne,france,20,saumon | riz blanc | carottes 3 | crème fraîche 2 | oseille 1 | vin blanc | riz rouge 1 | huile de colza | amidon de riz | fumet de poisson (sel | maltodextrine de pomme de terre | poisson déshydraté | plantes aromatiques | arômes naturels | extrait de curcuma | jus de citron | poudre de lait | épaississants: (gomme xanthane | gomme guar | ail déshydraté. traces éventuelles de gluten et d'œufs,b,e,126.0,4.8,14.0,6.2,Open Food Facts
4056489388555,Vegane Tortelloni Tomate Basilikum,"Vemondo, Lidl",tortelloni,czech republic | france | germany | poland,19,pasta (durum wheat semolina | sunflower oil | concentrated carrot juice | concentrated pumpkin purée | cherry tomato purée | leek | basil | breadcrumbs [wheat flour | olive oil | yeast | salt] | potato starch | potato flakes | dried and salted tomatoes (tomatoes | pea fibre | inulin | garlic | chilli | oregano,d,unknown,263.0,7.3,40.5,6.5,Open Food Facts
4056489969440,Jambon Speck Fumé & Mozzarella,"Lidl, Select & Go",pasta salad with meat,france,43,salade composée (84 | 26 | semoule de blé dur | œufs | curcuma | 20 | tomate déshydratée | betterave déshydratée | salades mélangées (chicorée | laitue | tomates cerises | mozzarella (lait de vache pasteurisé | correcteur d'acidité acide citrique | enzyme coagulante microbienne | jambon speck fumé (5 | viande de porc (origine : autriche | pays bas | allemagne | épices | dextrose | arômes naturels | conservateurs: nitrate de sodium | nitrite de sodium | fèves de soja | huile d'olive vierge extra | huile de colza | basilic | mini quatre quarts (7 | farine de blé | œufs entiers | beurre pâtissier | stabilisant : glycérol | émulsifiant : mono et diglycérides d'acides gras | poudres à lever: diphosphates | carbonates de sodium | poudre de lait écrémé | sauce vinaigrette au vinaigre balsamique (7 | vinaigre balsamique | moût de raisin cuit | moutarde de dijon (eau | graines de moutarde | vinaigre d'alcool | poivre noir,c,e,232.0,12.7,20.4,8.1,Open Food Facts
0013562000043,Shells & White Cheddar,Annie's,macaroni and cheese,united states,8,organic pasta | dried cheddar cheese (cultured pasteurized milk | non animal enzymes | whey | butter | nonfat milk | sodium phosphate | silicon dioxide,d,c,366.2,3.5,48.0,9.0,Open Food Facts
3338310002405,Pasta Tartufata,Maison Tino,microwave meals,france,20,pâtes cuites (eau | semoule de blé dur | crème | champignons de paris | cèpes | oignons | lait demi écrémé | trompettes de la mort réhydratées | vin blanc | fromage râpé | huile de tournesol | brisure de truffe d'été 0 | jus de truffe d'été | ail | bouillon de poulet (jus concentré de poulet | amidon de maïs et jus concentré d'oignon | fécule de pomme de terre | gélatine de bœuf | arôme naturel de truffe | épices,c,unknown,178.0,7.3,21.0,5.6,Open Food Facts
3248830720225,Penne au saumon à la crème d'épinards,Marie,pasta with salmon,france,14,penne cuites 39 | semoule de blé dur | saumon | tomates 14 | crème fraîche 8 | épinards | échalotes | huile d'olive vierge | basilic 0 | amidon de maïs | fumet de poisson (chair de poisson | jus de poisson | ail | poivre,b,unknown,132.0,5.0,15.0,6.2,Open Food Facts
8801073211667,Carbonara Buldak Spicy Ramen cup,Buldak,instant pasta,france,22,wheat flour | food starch modified | palm oil | wheat gluten | glycerin | riboflavin | artificial chicken flavor powder (artificial flavor | dextrin | yeast extract | xanthan | chili pepper powder | soybean oil | onion | monosodium glutamate | chili pepper oleoresin | milk | mozzarella cheese powder[palm oil | skim milk | yeast oleoresin paprika ] | butter | parsley | soybean,unknown,f,525.0,13.0,65.0,7.6,Open Food Facts
3700417301840,Gyoza Crevettes,Ajinomoto,ravioli a la crevette,france,19,stabillsants: e451 | e452 | légumes (chou | carotte | farine de blé | amidon de pomme de terre | huile de colza | chapelure (farine de blé | levure | champignon de paris | huile de sésame | blanc d' oeuf en poudre | gluten de blé | gingembre en poudre | extrait de levure | poivre noir | sauce soja : eau | graine de soja | blé,b,f,181.0,6.2,21.0,9.7,Open Food Facts
0013562300846,Shells & Real Aged Cheddar,Annie's,macaroni and cheese,united states,9,organic pasta | dried cheddar cheese (cultured pasteurized milk | non animal enzymes | whey | corn starch | sodium phosphate | silicon dioxide | lactic acid | annatto extract,a,unknown,,,,,Open Food Facts
3245414145146,Saumon à l'aneth & tagliatelles aux œufs,Carrefour,pasta with salmon,france,16,pâtes tagliatelles aux œufs frais préparées [eau | pâtes aux œufs frais (semoule de blé dur | œuf frais | huile de colza | vinaigre d'alcool] | portion de filets de saumon | crème | carotte | beurre | amidon modifié de maïs | aneth 0 | gélifiants : gomme guar et gomme xanthane | oignon grillé en poudre | arôme naturel de poisson | poivre | arôme naturel de thym,c,unknown,128.0,6.0,10.0,7.9,Open Food Facts
3270160861590,Lasagnes aux légumes,Picard,vegetarian lasagne,france,32,pulpe de tomate au jus 16 | tomate | jus de tomate | semoule de blé dur | courgette grillée | farine de lentille verte 4 | aubergine grillée 4 | double concentré de tomate 4 | crème fraîche liquide 3 | échalote | fromage blanc | lait écrémé en poudre | poivron rouge grillé 2 | poivron jaune grillé 2 | carotte | emmental (contient : lait | origine : allemagne | irlande | france | huile d'olive vierge extra | amidon de maïs | oignon préfrit (oignons | huile de tournesol | graine de courge 0 | ail | basilic | poivre blanc | noix de muscade. peut contenir des traces de: oeuf | soja | céleri | moutarde | sésame,c,c,113.0,3.6,14.0,5.2,Open Food Facts
3270190256076,Lasagnes à la bolognaise à l'emmental,Carrefour,bolognese lasagne,france,13,viande de boeuf vbf 16 | triple concentré de tomates 5 | oignons | emmental | tomates 2 | amidon modifié de maïs | huile de colza | farine de blé | lait écrémé en poudre | purée de carotte | ail | plantes aromatiques | épices,c,d,142.0,6.9,13.0,6.4,Open Food Facts
